SentenceID	English	Arabic	SentenceType	Switch Translation	Comment
C-7834	I suppose the situation you're in is that you'd like to stay with Maris but have an affair with Daphne.	في هذه الحاله أنا أعتقد أنك تريد أن تبقى مع ماريس و تقيم علاقة مع ماريس	B-M	في هذه الحاله أنا أعتقد أنك تريدين أن تبقي مع ماريس و تقيمين علاقة مع ماريس	
C-7835	I suppose this is supposed to be some sort of heartfelt apology and I believe in your own round about way you are trying to make amends	أفترض أن هذا يفترض ان يكون نوعا ما من الإعتذار وأعتقد أنه بطريقتك تحاول التعويض	B-M	أفترض أن هذا يفترض ان يكون نوعا ما من الإعتذار وأعتقد أنه بطريقتك تحاولين التعويض	
C-7836	I suppose you and Maude will be coming along, as well?	اعتقد انك وماد سوف تأتون ورائنا		HARD	
C-7837	I suppose you couldn't put it to her in some way.	لا اعتقد اننا نستطيع ان نضع هذا على كاهلها .		HARD	
C-7838	I suppose you heard about Mr. Darnay?	أعتقد أنك سمعت عن السيد ( دارني ) ؟	B-B		
C-7839	I suppose you know who I mean?	أفترض أنك تعلمين من أقصد ؟	B-F	أفترض أنك تعلم من أقصد ؟	
C-7840	I suppose you must be used to that.	افترض انك يجب ان تستغل هذا	B-M	افترض انك يجب ان تستغلي هذا	
C-7841	I suppose you're the girlfriend of the victim?	افترض انك صديقة الضحية	B-F	افترض انك صديق الضحية	
C-7842	I suppose you've heard about Harry.	أظن أنكم سمعتم عن هاري .	B-M!	أظن أنكن سمعتن عن هاري .	
C-7843	I suppose, to a man like you, this little farm is just dirt.	هذه المزرعة الصغيرة تبدو فى نظرالكثيرين مجرد قذارة	N-N		
C-7844	I sure do admire your courage to admit when you've made a mistake.	جل احترامي لشجاعتك على إقرارك بخطأك	B-B		بخطأك
C-7845	I survived far worse fates than your family.	نجوت من مصائر أشنع كثيرا من أسرتك .	B-B		
C-7846	I suspect she won't be pleased to see you. She's a very private person.	أشك في أن تكون مسرورة للقائك ، فهي شخص منعزل للغاية	B-B		
C-7847	I swear I needed this more than you could ever imagine!	أقسم أنني بحاجة إلى هذا أكثر من يمكن أن يتصور أي وقت مضى !	B-N		Bad translation
C-7848	I swear I saw a light out there on the moor as soon as you picked up the candle.	أقسم أننى قد رأيت ضوءا هناك فى المستنقع ، حين قمت بالتقاط الشمعة	B-B		
C-7849	I swear him, Poirot, you are too much!	أقول لك يا " بوارو " ، أنك جيد	B-M	أقول لك يا " بوارو " ، أنك جيدة	
C-7850	I swear to God I will kill you myself.	أقسم أني سأقتلك بنفسي	B-B		
C-7851	I swear to God, you will never be fake associates in this town again.	فأنا أقسم أنكم لن تكونوا مساعدين مزيفين في هذه المدينة مجددا	B-M!	فأنا أقسم أنكن لن تكن مساعدات مزيفات في هذه المدينة مجددا	
C-7852	I swear to keep the secret and believe me when I say you were very noble in your struggle for justice	أقسم أن أحتفظ بالسر . . . و صدقني فقد كنت نبيلا جدا . . . خلال قتالك	M-M	أقسم أن أحتفظ بالسر . . . و صدقني فقد كنت نبيلة جدا . . . خلال قتالك	
C-7853	I swear to you I had nothing to do with that.	أقسم أن لا علاقة لي بذلك	B-N		
C-7854	I swear to you if you disable that bomb,	أقسم لك ، إن عطلت تلك القنبلة	B-B		
C-7855	I swear to you, I didn't kill my wife.	أقسم لك ، لم أقتل زوجتي	B-B		
C-7856	I swear to you, I will not leave this court until I learn the truth.	اقسم لك بأني لن اغادر هذا القصر حتى اعرف الحقيقه	B-B		
C-7857	I swear we don't want you in trouble.	أقسم بأننا لا نريد أن نورطك في مشاكل		HARD	
C-7858	I swear, I'll take care of you when I get up there.	أقسم ، أنا سأعتني به أنت عندما أنهض هناك .	B-B		
C-7859	I swear, you're like a two-year-old.	أقسم ب انك تبدين كأنك تبلغين من العمر سنتين	B-F	أقسم ب انك تبدو كأنك تبلغ من العمر سنتين	
C-7860	I take it that your G-men have secured the scene, everything is kosher? Yes.	سأعتبر أن رجالك أمنوا الوضع كل شيء على ما يرام ؟	B-B		
C-7861	I take it you didn't get lucky last night.	أنا أعتبر ذلك أنك لم تكن محظوظا الليلة الماضية	B-M	أنا أعتبر ذلك أنك لم تكوني محظوظة الليلة الماضية	
C-7862	I take it you don't give a shit about the new library.	أنا أفهم كونك لا تعيرين أهمية للمكتبة الجديدة	B-F	أنا أفهم كونك لا تعير أهمية للمكتبة الجديدة	
C-7863	I take it you know no better.	آخذه أنت لن تعرف أي مراهن .	B-M	آخذه أنت لن تعرفي أي مراهن .	
C-7864	I take umbrage at your sweeping disregard for the taxpayer and your general managerial ineptitude.	انا مستاء من تجاهلكم الكاسح لدافعي الضرائب ولسخافة ادارتكم عموما	M-M!	انا مستاءة من تجاهلكم الكاسح لدافعي الضرائب ولسخافة ادارتكم عموما	
C-7865	I talked to the CPD like you requested.	، تحدثت لقسم الإطفائية كما طلبت	B-B		
C-7866	I talked to you on the phone.	المفتش شيف .		HARD	Ambigious (1st/2nd/3rd)
C-7867	I taught you tennis because it's a beautiful game.	علمتك التنس لأنها رياضة جميلة	B-B		
C-7868	I tell him anything if you also say nothing.	أقول له أي شيء إذا كنت أقول أيضا لا شيء .	B-N		Bad translation
C-7869	I tell you all that free of charge.	ولكن ، اسمع ، يا روديون ، أنت شاب	N-M	ولكن ، اسمعي ، يا روديون ، أنت شابة	
C-7870	I tell you that I love you,	أخبرك أنني أحبك ،	B-B		
C-7871	I tell you this now because your father needs you.	اخبرك بهذه الحقيقة الان لأن والدك في حاجة لك	B-B		
C-7872	I tell you this place used to be pretty sweet, ...but it's seen better days if you know what I mean.	يبدو أنه كان مكانا ظريفا لكنه كانت هناك أيام أفضل لهذا المكان لو فهمت ما أعني	B-B		
C-7873	I tell you this, Tom: If we find pole,	دعني اخبرك بهذا ، يا توم إذا وجدنا نيبول		HARD	
C-7874	I tell you what I'm gonna do.	سأخبرك بما سأفعل	B-B		
C-7875	I tell you what he should do:	سأخبرك بما يجب فعله . . .	B-B		
C-7876	I tell you what, m.J. If you finish just half of it,	إسمع يا ( إم . جي ) .	B-M	إسمعي يا ( إم . جي ) .	
C-7877	I tell you what, next week you can go to Jenny's house.	دعيني أخبرك ، الأسبوع المقبول يمكنك الذهاب لمنزل جيني	B-F	دعني أخبرك ، الأسبوع المقبول يمكنك الذهاب لمنزل جيني	
C-7878	I tell you what, today, I mean, I was up in the mountains, and I was crying out in my spirit.	ولا بد لي من ان اقول لكم ، عندما كنت في الجبال ، بكى ذهني :	B-M!	ولا بد لي من ان اقول لكن ، عندما كنت في الجبال ، بكى ذهني :	
C-7879	I tell you what, why don't you stay with her, yeah?	لماذا لا تبقى معها ، حسنا ؟	B-M	لماذا لا تبقين معها ، حسنا ؟	
C-7880	I tell you what.	سأخبرك بشيء	B-B		
C-7881	I tell you what.	سأخبرك بشيء ، إشرب كأسك وعد لرفاقك	B-M	سأخبرك بشيء ، إشربي كأسك وعودي لرفاقك	
C-7882	I tell you what. How about that one right there?	سأقول لك أمرا ماذا عن تلك الموجوده هناك ؟	B-B		
C-7883	I tell you what...	. . سأخبرك بأمر	B-B		
C-7884	I tell you what?	أقول لك ماذا ؟	B-B		
C-7885	I tell you, I could eat this stuff for the rest of my life.	بوسعي أن أتناول هذه لبقية حياتي .	B-N		
C-7886	I tell you, de la Vega, women say they want one thing but what they really want is everything else.	أنا أخبرك يا دي لا فيغا النساء لا تريد شيئا واحدا ولكن ما يريدون هو كل شيء آخر	B-B		
C-7887	I tell you, friends, I adore her	انا اقول لكم ، اصدقائي انا اعشقها		HARD	
C-7888	I tell you, friends, what lies ahead isn't just the governor nor his lieutenants or his soldiers or their guns.	أخبركم يا أصدقائي ، ما ينتظرنا ليس مجرد حاكم ولا مساعديه أو جنوده أو أسلحتهم		HARD	
C-7889	I tell you, she's fast.	أنا أقول لك ، إنها سريعة .	B-B		
C-7890	I tell you, this girl was born to play 'velleyball'!	أقول لكم ، ولدت هذه الفتاة لتلعب كرة الطايرة	B-M!	أقول لكن ، ولدت هذه الفتاة لتلعب كرة الطايرة	
C-7891	I tell you, we're gonna have to start meeting points.	سأخبرك . . سنضطر للبدء في تحديد أماكن اللقاء		HARD	
C-7892	I tell you, you tell them. Game's over.	أخبرك فتخبرينهم ، وتنتهي اللعبة	B-F	أخبرك فتخبرهم ، وتنتهي اللعبة	
C-7893	I terminated my rights so you guys can get adopted now.	لقد أنهيت حقوقي ليستيطعوا تبنيكم الآن	B-M!	لقد أنهيت حقوقي ليستيطعوا تبنيكن الآن	
C-7894	I texted you.	لقد أرسلت لك رسالة بشأن ذلك	B-B		
C-7895	I thank you for the cocoa.	شكرا على الكاكاو	B-N		
C-7896	I thank you. - You're welcome.	- على الرحب .	N-N		
C-7897	I then realized that, oh, wow, you know, I've been dealing with this my whole life.	أدركت حينها أني أعاني من ذلك طوال حياتي	B-N		
C-7898	I think Dominic's wrong about you.	أعتقد أن ( دومينيك ) مخطئ حيالك .	B-B		
C-7899	I think I could get him to see you tonight.	أعتقد أني أستطيع أن أدبر لك موعدا معه الليلة	B-B		
C-7900	I think I found something that could help you.	لقد وجدت شيء يساعدك	B-B		
C-7901	I think I have a brother. All right, Mel, what are you talking about?	حسنا يا ميل ما الذى تتحدثين عنه ؟	B-F	حسنا يا ميل ما الذى تتحدث عنه ؟	
C-7902	I think I know a way where you can make twice as much money.	اعتقد بأن لدي طريقة تمكنك من الحصول على ضعف المبلغ	B-B		
C-7903	I think I know what's on your mind. - Are you sure?	أعرف ماتفكربه متأكدة ؟	B-S		ماتفكربه
