SentenceID	English	Arabic	SentenceType	SwitchTranslation	Comment
A-5408	1968 Chatêau Auclair. I bought it the year that Junior was born.	زجاجة " شتوه أكلير " منذ عام 1968 أشتريتها في العام الذي ولد فيه الصغير .	B-N		
A-5409	1978. I was born at 5.15 pm	ولدت في عام 1978 في الساعة الخامسة و الربع صباحا	B-N		
A-5410	20 years of practicing in front of the mirror for the best four seconds of my life! We rule!	لمدة 20 عام من التدرب أمام المرآة ، لأفضل أربعة ثوان في حياتي !	B-N		
A-5411	200 buys a lot of information in my circle.	يمكن ل 200 دولار أن تأتيني بالكثير من المعلومات .	B-N		
A-5412	2077, my time, my city, my family.	2077 ، وقتي ، مدينتي ، عائلتي .	B-N		
A-5413	2300. Little more, I think.	أعتقد 2300 دولار أو أكثر قليلا ،	B-N		
A-5414	24 of them, including my son, are already dead. I don't think so.	و 24 منهم و بضمنهم إبني ماتوا	B-N		Bad translation
A-5415	30 grand, I'm laying that chick out cold.	30،000 و سأجعل تلك السيدة على الأرض	B-N		Bad translation
A-5416	40 years I look at Rolex on wrist of middle age man caught fucking waitress, getting divorced, needs money to hide from wife.	لمدة 40 سنة أنظر الى الروليكس على معصم رجل في منتصف العمر تم مسكه يمارس الجنس مع نادلة وتطلق يحتاج المال ليخفي ذلك عن زوجته	B-N		
A-5417	412 needs a turn down and I'm trying to get her on her walkie, but she doesn't answer.	الغرفة 412 بحاجة الى شيء وأحاول ان اصل لها بالاسلكي ولكنها لاتجيب	B-N		
A-5418	450? I can only pay four months advance.	لا أظن أنني أستطيع أن أدفع لك أكثر من أربعة أشهر مقدما	B-B		
A-5419	55, I'm going for 55. 56, I'm going to go for.	أعتقد أنها اصبحت 55 حصانا بل سأقول 56 حصانا	B-N		
A-5420	6.000 dollars to get me back home.	6.000 دولار للعودة الى الوطن .	B-N		
A-5421	61 to Main, I need a manpower assist.	من سيارة الإسعاف ( 61 ) إلى المركز ، نحتاج إلى بعض الأشخاص للمساعدة	B!-N		
A-5422	7 minutes by FBI chopper to my lab,	ما هي إلا 7 دقائق بالمروحية الفدرالية إلى مختبري . .	B-N		
A-5423	7.15. Meeting me.	السابعة و الربع .	N-N		
A-5424	7:00? I thought that was just a suggestion.	ضننت بأن موعد السابعة كان مجرد اقتراح	B-S		ضننت
A-5425	81, I got 81.	حصلت علي 81	B-N		
A-5426	9-100, I've got a fire in East Grimshaw Street.	9 - 100 لدي حريق بغربي شارع ( غريمشاو )	B-N		
A-5427	911? Yes, I need help.	نعم ، أنا أحتاج مساعدة .	B-N		
A-5428	917... 917-- oh, who am I kidding?	917 . . . 917 هل تمزح ؟	B-M	918 . . . 917 هل تمزحين ؟	
A-5429	? I think I'm going out of my head?	اعتقد اني ساجن	B-N		سأجن
A-5430	@ And Tiggers I never knew @	@ و ( نمور ) أخرون لا أعرفهم @	B-N		
A-5431	A DAY HASN'T GONE BY THAT JIM HASN'T MADE ME LAUGH.	لم يمر ، يوم لم يجعلني ( جيم ) أضحك	B-N		
A-5432	A Dathomir witch. She betrayed me.	ساحرة داثمير	N-N		Bad translation
A-5433	A Detective might come around here asking questions about me.	لربما يأتي محقق ويطرح عني أسئلة .	B-N		
A-5434	A FRIEND. AND USUALLY, I'M ABLE TO DISCUSS THESE THINGS WITH HIM.	وعادة ، أنا قادر لمناقشة هذه الأشياء معه .	M-N	وعادة ، أنا قادرة لمناقشة هذه الأشياء معه .	
A-5435	A Frenchman crossed the Sahara Desert in his car set in reverse gear, and I am waiting for the first barefoot runner on the summit of Everest or the first one hopping into the South Pole on a pogo stick.	ذلك الفرنسي عبر الصحراء الكبرى مع مجموعة عتاده في سيارته ، وأنا في انتظار وصول العداء الحافي الأول إلى قمة " إيفرست " أو الأول الذي قفز في القطب الجنوبي على عصا البوجو .	B-N		
A-5436	A My wife loves these things.	زوجتي تحب هذه الأمور	B-N		
A-5437	A bang and I passed out.	ضربة ثم أغمي علي	B-N		
A-5438	A big shout out to my boys,	نداء كبير لرفاقي . . .	N-N		
A-5439	A bit. I was with the people he killed not a week ago.	قليلا ، كنت أرافق الأشخاص الذين قتلهم	B-N		
A-5440	A booze cruise, I like it.	طواف للشرب عبر البحر يروقني	B-N		Bad translation
A-5441	A boy pushed me.	. ولد دفعني	B-N		
A-5442	A buddy of mine had sort of an incident. Oh.	صديق لى حدث له حادثة من هذا القبيل	B-N		
A-5443	A buddy of mine...	صديق لي و لن أخبرك من	B-B		
A-5444	A bullet went through a wall... and my daughter was killed while she slept.	اخترقت رصاصة الجدار وقتلت ابنتي بينما كانت نائمة	F-N	اخترقت رصاصة الجدار وقتلت ابنتي بينما كانت نائما	
A-5445	A car will be here for me shortly.	سيارة سوف تحضر إلي قريبا	B-N		
A-5446	A claymore mine.	لغم يدوي . ( ماك . . .	B-B		Bad translation
A-5447	A closet doesn't get installed in this town without me knowing about it.	لايتحرك دولاب في هذه المدينة بدون ان اعرف عن ذلك	B-N		لايتحرك
A-5448	A cop? It's my boss, Kim.	أنها مديرتي ( كيم )	B-N		
A-5449	A couple of fire barrels. I'll make sure everything we've touched disappears.	. برميلين من البنزين وسأتأكد من ان كل شيء نلمسه يختفى		HARD	
A-5450	A couple of things I tried.	جربت بضعة أمور .	B-N		
A-5451	A couple of weeklies have taken my stories.	مجلتان أسبوعيتان ينشران قصصى	B-N		
A-5452	A couple things crash down on me.	كانت لدي بعض الأمور	B-N		
A-5453	A couple weeks ago, I had to do one for Tony.	منذ أسبوعين ، فعلت واحدا ل ( تونى )	B-N		
A-5454	A dengue mosquito stung me.	ياإلهي .	B-M	يا إلهتي .	ياإلهي
A-5455	A discount shop, I bet.	محل تخفيضات ، أراهن دعنا نرى		HARD	
A-5456	A double blowout. I've never seen one of these before.	- قطع مضاعف ، لم أرى هذا من قبل	B-N		
A-5457	A fact I'm very proud of.	أنا فخور جدا بذلك في الحقيقة	M-N	أنا فخورة جدا بذلك في الحقيقة	
A-5458	A few days ago, I thought I was being followed.	قبل أيام أظن أحد كان يلاحقني	B-N		
A-5459	A few days later I climbed towards them.	بعد بضعة أيام ، تسلقت نحوهم .	B-N		
A-5460	A few nukes detonated in some surrounding mine shafts.	تفجير عدد قليل من القنابل النووية في بعض مهاوي الألغام المحيطة بنا	B!-N		
A-5461	A fortnight, I imagine.	بعد أسبوعان أعتقد	B-N		Bad translation بعد أسبوعين
A-5462	A friend of mine told me to look him up if we came through.	صديق لي اخبرني ان ابحث عنه اذا مررت ن هنا	B-S		ن
A-5463	A friend told me about CRT, and I thought, maybe, just maybe, it would--	اخبرني صديق عن فريق الإستجابة للأزمات و فكرت . . ربما ، فقط ربما ، سيكون	B-N		
A-5464	A girl gave me the shoulder brush once... we didn't come out of her apartment for three days.	فتاة أعطاني فرشاة الكتف مرة واحدة . . . نحن لم يخرج من شقتها لمدة ثلاثة أيام .		HARD	فتاة أعطاني
A-5465	A guy in the village. Do I know him?	رجل من القرية - هل أعرفه ؟	B-N		
A-5466	A guy they wanted backed out and now they want me!	وقال الرجل أرادوا المدعومة من و الآن يريدون لي !		HARD	
A-5467	A handful of the kids are actually in my ninth grade class.	حفنة من الاطفال هي في الواقع في بلدي التاسع الصف .	B-N		Bad translation
A-5468	A head shot, I think.	طلقه في الرأس اعتقد	B-N		
A-5469	A heart attack later, I'm a worm feast.	وبعد نوبة قلبية ، أنا يمة دودة .	B-S		يمة  >>> وليمة
A-5470	A higher degree of difficulty, but I don't have a choice.	" وتلك درجة صعوبة أعلى ولكن لا خيار آخر أمامي "	B-N		
A-5471	A hole. I'm a hole.	- حفرة ، أنا الحفرة	B-N		
A-5472	A hug let me squeeze to tease...please	هنا بجانبك ، فلتمدى يديك و تحضنيه بحراره	N-F	هنا بجانبك ، فلتمد يديك و تحضنه بحراره	
A-5473	A kid called me a fag.	أحدهم دعاني بالمنحرف	M-N	أحدهم دعاني بالمنحرفة	
A-5474	A kind of Buddhist gene that makes my happy days not so happy and my sad days not so sad.	نوع من جين بوذي ، يجعل أيامي السعيدة ليست سعيدة جدا و أيامي الحزينة ليست حزينة جدا	B-N		
A-5475	A kind of...genius... the likes of which I've never seen.	عبقرية لم يسبق لي رؤيتها من قبل	B-N		
A-5476	A light bulb just went off in my brain.	لقد واتتني فكره الآن	B-N		
A-5477	A little bird told me.	أخبرني عصفور صغير	B-N		
A-5478	A little bit, yeah. I never saw the film.	تقريبا لم يتسنى لي الفرصة لمشاهدته	B-N		
A-5479	A little gift from my friends.	أجل ، هدية متواضعة من أصدقائي	B-N		
A-5480	A little out of my league.	أنا لست مؤهلا لهذا .	M-N	أنا لست مؤهلة لهذا .	
A-5481	A little while, I guess. -lt's not a big deal.	منذ فترة أظن ليس بالشيء المهم	B-N		
A-5482	A little, sleek, playful kitten. Something I can teach.	إنها الشئ الذى يمكن ان اعلمه	B-N		
A-5483	A lot better than me.	أفضل بكثير من لي .	B-N		Bad translation
A-5484	A lot of exciting things have happened to me here.	الكثير من الإثارة حدثت لي هنا	B-N		
A-5485	A lot of my dad's friends are criminals, except for Fred.	الكثير من اصدقاء والدى مجرميين ما عدا فريد	B-N		
A-5486	A lot of people want him dead, and I almost got him killed.	العديد من الناس أرادوه ميتا . . وأنا غالبا كدت أقتله	B-N		
A-5487	A lot of the couples I've counseled in the past seem to forget that marriage is supposed to be fun... an adventure.	وهناك الكثير من الأزواج لقد نصح في الماضي يبدو أن ننسى أن الزواج من المفترض أن تكون ممتعة . . . مغامرة .	B!-N		Bad translation
A-5488	A lot? Please say a lot. I need this.	أرجو أن تطلبوا الكثير أنا أحتاج لذلك	B-M!	أرجو أن تطلبن الكثير أنا أحتاج لذلك	
A-5489	A man I knew lost an eye by getting a bit of grit in it.	رجل أعرفه فقد عينا عن طريق شظية رمل أصابتها	B-N		
A-5490	A man I trusted.	رجل وثقت به	B-N		
A-5491	A man I've never talked to my entire career Just called me.	رجل لم أتحدث إليه أبدا طوال حياتي المهنية إتصل بي للتو .	B-N		
A-5492	A man tried to kill me here tonight.	أنت لا تفهم هناك رجل حاول أن يقتلنى هنا الليله	B-M	أنت لا تفهمين هناك رجل حاول أن يقتلنى هنا الليله	
A-5493	A medical condition. I'm allergic to bureaucracy.	لدي حالة صحية ، لدي حساسية ضد البيروقراطية	B-N		
A-5494	A minute ago, I would have said no.	" منذ دقيقة مضت ، كنت لأقول " لا	B-N		
A-5495	A mistake my boss will correct very soon.	أجل ، محض خطأ سيصلحه زعيمي قريبا جدا .	B-N		
A-5496	A month ago, I found out that Young was stealing antiques from my warehouse and reselling them.	قبل شهر ، وجدت أن الشباب تم سرقة التحف من مستودع بلدي وإعادة بيعها .	B-N		Bad translation
A-5497	A month later, I went sliding.	بعد مرور شهر ذهبت للإنزلاق	B-N		
A-5498	A news van from the network is gonna meet me at the Sheriff's station.	أي شاحنة أخبار من الشبكة ستقابلني في محطة مدير الشرطة .	B-N		
A-5499	A nick won't kill me.	الجرح لن يقتلني . شكرا لك يا سيدي .	B-M	الجرح لن يقتلني . شكرا لك يا سيدتي .	
A-5500	A no-show this week, and then I didn't violate him.	، لم يظهر هذا الأسبوع حينها لم أبلغ عنه	B-N		
A-5501	A party at my place.	حفلة في شقتي	B-N		
A-5502	A perfect occasion to wear my alpaca tuxedo.	إنها مناسبة ممتازة لارتداء بدلتي الجديدة .	B-N		
A-5503	A photograph of my wife, driving license. PAN card.	صورة لزوجتي وبطاقتي الشخصية ورخصة القيادة	B-N		
A-5504	A picture I painted in kindergarten and a Thanksgiving hand turkey?	! صورة قمت بتلوينها في الحضانه وديك رومي لعيد الشكر على هيئة يد ؟	B-N		
A-5505	A place I should never have left. Her name's Vera.	مكان ما كان ينبغي علي أن أغادره إسمها ( فيرا )	B-N		Bad translation
A-5506	A postcard's no good to me, I want an internal.	لا أريد أية أقنعة ، أريد ما بداخلك	B-B		
A-5507	A prior engagement overcame me.	طرأ إرتباط هام	N-N		Bad translation
A-5508	A reverse empath. That's what Jones told me I had become.	تعاطف عكسي ، هذا ما أخبرني جونز " ، أنه ما أصبحت عليه "	B-N		
A-5509	A rip cord back to the life that dear old Dad chose for me.	طريق لأعود من خلاله إلى تلك الحياة التي اختارها أبي لي	B-N		
A-5510	A round of dirty martinis for my lesbian friends.	جولة من مارتيني القذر من أجل أصدقائي السحاقيين	B-N		
A-5511	A round of drinks on me for my bella Rosa, my bello child Giovanni and Red Dog.	للشراب على حسابى لحسنائي روزا وجيوفاني والكلب الأحمر .	B-N		
A-5512	A sat phone, so I can call someone to get me off that island.	هاتف متصل بالقمر الصناعي ، حتى أستطيع مهاتفة أحد ليخرجني من الجزيرة .	B-N		
A-5513	A set of rules on how to conduct myself in the world, so that I don't get into trouble.	عدد من القوانين عن كيفية تصرفي في الدنيا لئلا أنساق إلى المشاكل	B-N		
