B-6572	Do you need to follow her?	أتحتاج لأن تتبعها ؟	N-M	أتحتاجين لأن تتبعيها ؟	
B-6573	Do you not go and shop for yourself?	لماذا لا تذهب وتتسوق بنفسك ؟	N-M	لماذا لا تذهبين وتتسوقين بنفسك ؟	
B-6574	Do you not remember... the joys that we once shared in one another's arms?	ألاتتذكر . . . المتعه عندما تقاربنا من بعضنالبعض ؟	B-S		
B-6575	Do you not want her?	هل تشعر بعدم الرغبة بها ؟	N-M	هل تشعرين بعدم الرغبة بها ؟	
B-6576	Do you own a calendar, Max?	هل لديك رزنامة يا ( ماكس ) ؟	N-B		
B-6577	Do you people just carry those around?	هل تحملون هذا الشئ معكم دائما ؟	N-M!	هل تحملن هذا الشئ معكم دائما ؟	
B-6578	Do you plan to sail away, great Caesar?	- هل تخطت للابحار بعيدا ايها القيصر العظيم ؟	B-S		تخطت
B-6579	Do you realize how retarded that sounds?	أتريدون التركيز فى العمل حتى يمكننا إيجاد ( إيكى ) ؟	B!-M!	أتريدن التركيز فى العمل حتى يمكننا إيجاد ( إيكى ) ؟	
B-6580	Do you realize it's people like you that killed Billie Holiday?	هل تدرك بأن أشخاص مثلك قتلوا ( بيلى هوليداى ) ؟	N-M	هل تدركين بأن أشخاص مثلك قتلوا ( بيلى هوليداى ) ؟	
B-6581	Do you realize that 40% of American high-school graduates think that Joan of Arc was Noah's wife?	أتدركون إن 40 % من خريجي المدارس العليا الأمريكية يعتقدون إن ( جين دي أرك ) كانت زوجة ( نوح ) ؟	N-M!	أتدركن إن 40 % من خريجي المدارس العليا الأمريكية يعتقدون إن ( جين دي أرك ) كانت زوجة ( نوح ) ؟	
B-6582	Do you realize the shitstorm that is about to hit us?	هل تدركون العاصفة التي توشك ان تضربنا ؟	B!-M!	هل تدركن العاصفة التي توشك ان تضربنا ؟	
B-6583	Do you realize they have not even...	هل تدركون أنهم لم يحققوا ضربات جانبية ؟	N-M!	هل تدركن أنهم لم يحققوا ضربات جانبية ؟	
B-6584	Do you realize what that's worth?	هل تدرك ، ما قيمة هذا ؟	N-M	هل تدركين ، ما قيمة هذا ؟	
B-6585	Do you realize what you're saying?	هل تدركين ما تقولين ؟	N-F	هل تدرك ما تقول ؟	
B-6586	Do you realize you're going to kill yourself?	هل تدرك أنك ستقتل نفسك ؟	N-M	هل تدركين أنك ستقتلين نفسك ؟	
B-6587	Do you really believe that those two ladies walked around with those knives in their purses every day?	من الصعب الطعن بيدك اليسرى . مالم أنت أعسر .		HARD	More than one sentence
B-6588	Do you really believe that?	هل تصدق هذا فعلا ؟	N-M	هل تصدقين هذا فعلا ؟	
B-6589	Do you really believe that?	هل تؤمن حقا بذلك ؟	N-M	هل تؤمنين حقا بذلك ؟	
B-6590	Do you really have some mental problem? Who are you?	هل تعانين من اضطراب عقلي ؟	N-F	هل تعاني من اضطراب عقلي ؟	
B-6591	Do you really hold loyalty to these guys?	هل تكن فعلا الولاء والإحترام لهؤلاء الأشخاص ؟	N-M	هل تكنين فعلا الولاء والإحترام لهؤلاء الأشخاص ؟	
B-6592	Do you really think it's necessary for him to hit her?	هل تظن أنه من الضروري أن يضربها ؟	N-M	هل تظنين أنه من الضروري أن يضربها ؟	
B-6593	Do you really think it's that easy?	هل تعتقد حقا أن الأمر بهذه السهولة ؟	B-M	هل تعتقدين حقا أن الأمر بهذه السهولة ؟	
B-6594	Do you really think she'll be out?	أتعتقدين أنها ستكون بالخارج ؟	N-F	أتعتقد أنها ستكون بالخارج ؟	
B-6595	Do you really think that man from the antique shop wanted to end up rambling on like a crazy person?	أتعتقدين حقا أن بائع الآثار ذلك يتمنى أن يتصرف كمجنون ؟	B-F	أتعتقد حقا أن بائع الآثار ذلك يتمنى أن يتصرف كمجنون ؟	
B-6596	Do you really think that's what Bay wants?	هل تعتقد حقا أن كل منا يريد خليج ؟	B!-M	هل تعتقدين حقا أن كل منا يريد خليج ؟	
B-6597	Do you really think the shifters will make a move?	هل تعتقد حقا بأن المتغيرون سيقومون بشيء ؟	B-M	هل تعتقدين حقا بأن المتغيرون سيقومون بشيء ؟	
B-6598	Do you really think this can work?	هل تظنين بأن هذا سيعمل فعلا ؟	N-F	هل تظن بأن هذا سيعمل فعلا ؟	
B-6599	Do you really think this is a good idea?	هل تظن حقا إنها فكرة جيدة ؟	B-M	هل تظنين حقا إنها فكرة جيدة ؟	
B-6600	Do you really think you could?	هل تعتقدي انك ستسطيعين ؟	N-F	هل تعتقد انك ستسطيع ؟	
B-6601	Do you really want that in your conscience huh?	هل فعلا تريد ذلك على ضميرك ؟	N-M	هل فعلا تريدين ذلك على ضميرك ؟	
B-6602	Do you really want to get out?	هل حقا تريد الخروج ؟	B-M	هل حقا تريدين الخروج ؟	
B-6603	Do you really want to know?	أحقا تريد معرفة ذلك ؟	B-M	أحقا تريدين معرفة ذلك ؟	
B-6604	Do you really want your crown back that badly?	هل تريد عودة تاجك بشدة ؟	N-M	هل تريدين عودة تاجك بشدة ؟	
B-6605	Do you recall Bishop's reaction to Ann Cathcart's death?	- هل تذكر رد فعل " بيشوب " . . . لأخبار مقتل " أنن كات كارت " ؟	N-M	- هل تذكرين رد فعل " بيشوب " . . . لأخبار مقتل " أنن كات كارت " ؟	
B-6606	Do you recognise her?	هل تعترف بها ؟	N-M	هل تعترفين بها ؟	
B-6607	Do you recognise this handwriting?	هل تعترف بهذا بالكتابة اليدوية ؟	N-M	هل تعترفين بهذا بالكتابة اليدوية ؟	
B-6608	Do you recognize him?	هل تميزه ؟	N-M	هل تميزينه ؟	
B-6609	Do you recognize that guy?	هل تعرفت على ذلك الرجل ؟	N-B		
B-6610	Do you recognize the defendant?	هل تعرفين المتهمه ؟	N-F	هل تعرف المتهمه ؟	
B-6611	Do you recognize this man?	هل تعترف هذا الرجل ؟	N-M	هل تعترفين هذا الرجل ؟	
B-6612	Do you recognize this?	هل تعرفون هذا ؟	N-M!	هل تعرفن هذا ؟	
B-6613	Do you remember	هل تتذكر	N-M	هل تتذكرين	
B-6614	Do you remember all that stuff before CERN turned on the LHC?	انهم فقط يستبردون الأقدام هذا كل ما في الأمر	N-N		
B-6615	Do you remember anything about where you were before you showed up in that field?	هل تتذكر أي شئ حول أين كنت قبل أن تظهر في ذلك الحقل ؟	N-M	هل تتذكرين أي شئ حول أين كنت قبل أن تظهري في ذلك الحقل ؟	
B-6616	Do you remember how there was a tape of the event and all the games we played...?	هل تتذكر أنه كان يوجد شريط تسجيلي للأحداث و كل الألعاب التي لعبناها ؟	B!-M	هل تتذكرين أنه كان يوجد شريط تسجيلي للأحداث و كل الألعاب التي لعبناها ؟	
B-6617	Do you remember how when the two of you were little, you'd play dress up?	هل تذكر كيف كانت عندما اثنين من أنت قليلا ، هل تلعب اللباس ؟	N-M	هل تذكرين كيف كانت عندما اثنين من أنت قليلا ، هل تلعبين اللباس ؟	
B-6618	Do you remember our boy?	أتذكر ابننا ؟	B!-M	أتذكرين ابننا ؟	
B-6619	Do you remember that girl?	أتذكرين تلك الفتاة ؟	N-F	أتذكر تلك الفتاة ؟	
B-6620	Do you remember the Sable high-yield account you threw back into the pot?	اتذكر ذلك الحساب الذي فقدت الامل فيه ؟	N-M	اتذكرين ذلك الحساب الذي فقدت الامل فيه ؟	
B-6621	Do you remember the day she died?	هل تذكر يوم وفاتها ؟	N-M	هل تذكرين يوم وفاتها ؟	
B-6622	Do you remember the first time we made love to this song?	أتتذكر المرة الأولى التي مارسنا فيها الحب على ضوء هذه الأغنية ؟	B!-M	أتتذكرين المرة الأولى التي مارسنا فيها الحب على ضوء هذه الأغنية ؟	
B-6623	Do you remember the time...	هل تذكر الوقت	N-M	هل تذكرين الوقت	
B-6624	Do you remember this macaroni ashtray?	هل تتذكر هذا المعكرونة منفضة سجائر ؟	N-M	هل تتذكرين هذا المعكرونة منفضة سجائر ؟	
B-6625	Do you remember those two guys from before?	هل تتذكر الرجلان السابقان ؟	N-M	هل تتذكرين الرجلان السابقان ؟	
B-6626	Do you remember us?	هل تتذكرنا ؟	B!-M	هل تتذكريننا ؟	
B-6627	Do you remember what Mr. Prejean was charged with?	أتذكر بماذا كان السيد ( بريجون ) متهم به ؟	N-M	أتذكرين بماذا كان السيد ( بريجون ) متهم به ؟	
B-6628	Do you remember where you were the night of Paul's disappearance, which was on the 20th of December ?	هل تتذكر أين كنت ليلة اختفاء بول ألين ؟ والتي كانت في العشرين من ديسمبر ؟	N-M	هل تتذكرين أين كنت ليلة اختفاء بول ألين ؟ والتي كانت في العشرين من ديسمبر ؟	
B-6629	Do you risk telling them how you feel?	هل تخاطر بإخبارهم عن شعورك ؟	N-M	هل تخاطرين بإخبارهم عن شعورك ؟	
B-6630	Do you run this place full time or teach customer service on the weekends?	هل تقوم بإدارة هذا المكان طوال الوقت ؟ أم تقوم بتعليم زبائن مخصصين بنهاية الإسبوع ؟	N-M	هل تقومين بإدارة هذا المكان طوال الوقت ؟ أم تقومين بتعليم زبائن مخصصين بنهاية الإسبوع ؟	
B-6631	Do you see Gray?	هل ترى " جراي " ؟	N-M	هل ترين " جراي " ؟	
B-6632	Do you see Meg anywhere?	هل ترين ميغ في أي مكان ؟	N-F	هل ترى ميغ في أي مكان ؟	
B-6633	Do you see a ghost?	هل رأيتى روح ؟	N-F	هل رأيت روح ؟	رأيتى
B-6634	Do you see a safe on your right?	أترين خزينة على يمينك ؟	N-F	أترى خزينة على يمينك ؟	
B-6635	Do you see all these... great buildings?	ترى كل هذه . . . البنايات العظيمة ؟	N-M	ترين كل هذه . . . البنايات العظيمة ؟	
B-6636	Do you see anything?	هل ترى شيئا	N-M	هل ترين شيئا	
B-6637	Do you see him?	أترونه ؟	N-M!	أترينه ؟	
B-6638	Do you see this balcony?	هل ترون هذه الشرفة ؟	N-M!	هل ترين هذه الشرفة ؟	
B-6639	Do you see what you put Mark and Beth through?	أترى ماوضعت ( مارك ) و ( بيث ) به ؟	N-M	أترين ماوضعت ( مارك ) و ( بيث ) به ؟	
B-6640	Do you sell guns here?	هل تبيعون الأسلحة هنا ؟	N-M!	هل تبيعن الأسلحة هنا ؟	
B-6641	Do you sell hats?	- هل تبيع القبعات ؟	N-M	- هل تبيعين القبعات ؟	
B-6642	Do you serve Ares?	هل تخدم في معبد ( آريس ) ؟ !	N-M	هل تخدمين في معبد ( آريس ) ؟ !	
B-6643	Do you ski?	هل تذهب إلى التزلج ؟	N-M	هل تذهبين إلى التزلج ؟	
B-6644	Do you smell that?	-	B-S		No Arabic sentence
B-6645	Do you smoke weed?	هل تدخن الاعشاب ؟	N-M	هل تدخنين الاعشاب ؟	
B-6646	Do you solemnly swear or affirm the testimony you are about to give to be the truth, the whole truth and nothing but the truth, so help you God?	. . هل تقسم أو تجزم بالشهادة التي ستدلي بها بأنك . . ستقول الحقيقة ، كل الحقيقة ولا شيء سوى الحقيقة وليساعدك الرب ؟	N-M	. . هل تقسمين أو تجزمين بالشهادة التي ستدلين بها بأنك . . ستقولين الحقيقة ، كل الحقيقة ولا شيء سوى الحقيقة وليساعدك الرب ؟	
B-6647	Do you sometimes storage?	اتحاول العبث معي ؟	B-M	أتحاولين العبث معي ؟	
B-6648	Do you sometimes you do not hear that?	هل احسستى يوما انك مختلفة	N-F	هل أحسست يوما انك مختلف	احسستى
B-6649	Do you speak Romany?	هل تتكلم ( الرومانيا ) ؟	N-M	هل تتكلمين ( الرومانيا ) ؟	
B-6650	Do you still get matchboxes filled with sunshine?	" أمازلت تملأ الثقاب بضوء الشمس ؟ "	N-M	" أمازلت تملئين الثقاب بضوء الشمس ؟ "	
B-6651	Do you still love your husband?	أما زلت تحبين زوجك ؟	N-F	أما زلت تحب زوجك ؟	
B-6652	Do you still see the card?	أمازلت ترى البطاقة ؟	N-M	أمازلت ترين البطاقة ؟	
B-6653	Do you still take it with cream?	هل مازلت تشربها مع الكريمة ؟	N-M	هل مازلت تشربينها مع الكريمة ؟	
